event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department
EVT00992,2025-08-04 10:35:00,150.200.20.14,10.0.2.62,david,Failed Login,HTTP,India,India,Device-70,Linux,Blocked,High,9,No,CVE-2023-1234,2.0,Database-01,IT
EVT00993,2025-08-04 10:40:00,78.232.65.222,10.0.9.233,david,File Access,SMB,India,India,Device-185,Linux,Detected,Medium,0,No,CVE-2023-1234,3.0,Finance-PC-02,Finance
EVT00994,2025-08-04 10:45:00,195.92.129.217,10.0.1.133,alex,Malware Detection,SSH,India,India,Device-110,Linux,Detected,High,0,Yes,CVE-2024-2201,4.3,WebServer,Sales
EVT00995,2025-08-04 10:50:00,41.173.141.226,10.0.9.239,david,File Access,SSH,India,India,Device-69,Linux,Detected,Medium,0,No,CVE-2024-1045,7.6,Database-01,Sales
EVT00996,2025-08-04 10:55:00,198.254.129.100,10.0.8.1,alice,Phishing Email,SSH,India,India,Device-29,Linux,Blocked,Low,0,No,None,5.4,HR-PC-01,IT
EVT00997,2025-08-04 11:00:00,80.163.192.194,10.0.3.85,admin,Phishing Email,SSH,India,India,Device-85,Linux,Blocked,Low,0,No,CVE-2024-2201,6.0,Finance-PC-02,Finance
EVT00998,2025-08-04 11:05:00,21.20.179.126,10.0.5.63,john,Port Scan,TCP,India,India,Device-89,Windows 11,Failed,Low,0,No,None,6.9,WebServer,HR
EVT00999,2025-08-04 11:10:00,53.118.155.30,10.0.2.222,root,USB Device Connected,TCP,India,India,Device-29,Windows 11,Success,Low,0,No,CVE-2024-1045,1.0,WebServer,Finance
EVT01000,2025-08-04 11:15:00,73.45.243.214,10.0.10.247,john,Privilege Escalation,SSH,India,India,Device-142,Windows 10,Failed,Critical,0,No,CVE-2024-2201,7.2,Database-01,Sales
EVT01001,2025-08-04 11:20:00,213.209.229.237,10.0.2.157,alice,Phishing Email,SSH,India,India,Device-36,Windows 11,Blocked,Medium,0,No,CVE-2024-1045,3.9,Database-01,Finance
EVT01002,2025-08-04 11:25:00,218.58.11.63,10.0.8.45,root,Brute Force,HTTP,India,India,Device-154,Linux,Failed,Critical,18,No,CVE-2023-1234,6.6,Firewall,Sales
EVT01003,2025-08-04 11:30:00,131.54.127.240,10.0.9.52,alice,Brute Force,HTTPS,India,India,Device-199,Linux,Detected,Critical,12,No,CVE-2024-2201,8.7,Database-01,Finance
EVT01004,2025-08-04 11:35:00,151.217.85.136,10.0.4.153,root,File Access,HTTP,India,India,Device-98,Linux,Detected,Low,0,No,CVE-2024-1045,5.2,Firewall,Sales
EVT01005,2025-08-04 11:40:00,42.195.174.78,10.0.10.235,admin,Malware Detection,SMB,India,India,Device-124,Windows 11,Blocked,High,0,Yes,CVE-2024-1045,2.5,Firewall,Sales
EVT01006,2025-08-04 11:45:00,216.0.204.25,10.0.7.137,david,Port Scan,TCP,India,India,Device-76,Windows 10,Success,Low,0,No,CVE-2023-1234,9.1,HR-PC-01,Finance
EVT01007,2025-08-04 11:50:00,39.123.225.37,10.0.9.148,david,USB Device Connected,SMB,India,India,Device-64,Windows 11,Failed,Low,0,No,CVE-2023-1234,8.0,HR-PC-01,IT
EVT01008,2025-08-04 11:55:00,101.106.214.227,10.0.9.100,root,Brute Force,SSH,India,India,Device-195,Linux,Failed,Critical,6,No,CVE-2023-1234,4.2,HR-PC-01,HR
EVT01009,2025-08-04 12:00:00,184.254.163.155,10.0.6.43,alex,Malware Detection,SMB,India,India,Device-3,Windows 11,Failed,Critical,0,Yes,CVE-2023-1234,4.1,Firewall,IT
EVT01010,2025-08-04 12:05:00,200.99.253.216,10.0.1.108,admin,Malware Detection,HTTP,India,India,Device-180,Windows 10,Blocked,Critical,0,Yes,CVE-2024-2201,3.0,Finance-PC-02,Finance
EVT01011,2025-08-04 12:10:00,40.226.4.232,10.0.5.88,john,Phishing Email,SMB,India,India,Device-11,Windows 10,Success,Low,0,No,CVE-2023-1234,1.3,Firewall,Finance
EVT01012,2025-08-04 12:15:00,38.71.91.180,10.0.5.244,john,Login Success,HTTP,India,India,Device-92,Windows 11,Detected,Medium,15,No,CVE-2024-2201,1.0,Finance-PC-02,Finance
EVT01013,2025-08-04 12:20:00,131.135.124.187,10.0.1.131,david,File Access,SSH,India,India,Device-14,Windows 10,Blocked,Low,0,No,CVE-2023-1234,9.9,WebServer,Sales
EVT01014,2025-08-04 12:25:00,12.21.113.71,10.0.1.191,alex,File Access,SSH,India,India,Device-159,Windows 10,Blocked,Medium,0,No,CVE-2024-1045,6.6,Firewall,HR
EVT01015,2025-08-04 12:30:00,18.251.9.114,10.0.8.106,david,Port Scan,SMB,India,India,Device-121,Windows 10,Detected,Medium,0,No,CVE-2023-1234,7.8,WebServer,Sales
EVT01016,2025-08-04 12:35:00,7.24.87.132,10.0.1.176,admin,Failed Login,SMB,India,India,Device-118,Windows 11,Failed,High,8,No,CVE-2023-1234,5.8,Finance-PC-02,Finance
EVT01017,2025-08-04 12:40:00,139.63.210.189,10.0.0.138,root,Port Scan,SMB,India,India,Device-174,Linux,Detected,Medium,0,No,CVE-2023-1234,5.8,Finance-PC-02,IT
EVT01018,2025-08-04 12:45:00,217.134.225.130,10.0.1.243,root,SQL Injection Attempt,SSH,India,India,Device-161,Linux,Blocked,Critical,0,No,CVE-2024-1045,6.5,HR-PC-01,IT
EVT01019,2025-08-04 12:50:00,18.91.186.138,10.0.4.232,david,File Access,SSH,India,India,Device-136,Linux,Blocked,Medium,0,No,CVE-2023-1234,2.8,Finance-PC-02,IT
EVT01020,2025-08-04 12:55:00,55.195.130.52,10.0.0.93,alex,Port Scan,SSH,India,India,Device-106,Windows 10,Blocked,Medium,0,No,CVE-2024-2201,1.7,HR-PC-01,Sales
EVT01021,2025-08-04 13:00:00,148.118.175.246,10.0.1.202,alice,Brute Force,HTTPS,India,India,Device-148,Windows 11,Blocked,High,3,No,None,6.7,Firewall,Sales
EVT01022,2025-08-04 13:05:00,4.172.136.70,10.0.1.73,alice,File Access,HTTPS,India,India,Device-87,Windows 10,Failed,Medium,0,No,CVE-2023-1234,9.5,WebServer,HR
EVT01023,2025-08-04 13:10:00,145.207.163.34,10.0.3.129,john,Port Scan,HTTP,India,India,Device-18,Windows 11,Success,Low,0,No,CVE-2023-1234,4.7,WebServer,Sales
EVT01024,2025-08-04 13:15:00,192.60.2.66,10.0.2.57,david,Privilege Escalation,SMB,India,India,Device-63,Linux,Success,High,0,No,CVE-2024-2201,1.6,WebServer,Sales
EVT01025,2025-08-04 13:20:00,92.216.147.232,10.0.6.23,admin,Brute Force,SSH,India,India,Device-16,Linux,Detected,Critical,16,No,CVE-2024-2201,1.4,Finance-PC-02,IT
EVT01026,2025-08-04 13:25:00,134.24.92.163,10.0.3.160,root,Privilege Escalation,TCP,India,India,Device-111,Windows 10,Detected,Critical,0,No,CVE-2023-1234,5.6,Finance-PC-02,Sales
EVT01027,2025-08-04 13:30:00,30.220.176.7,10.0.2.53,john,File Access,HTTPS,India,India,Device-45,Windows 10,Success,Medium,0,No,CVE-2023-1234,6.3,Finance-PC-02,Finance
EVT01028,2025-08-04 13:35:00,54.202.136.95,10.0.3.34,root,Privilege Escalation,TCP,India,India,Device-12,Windows 11,Blocked,High,0,No,CVE-2023-1234,3.9,Firewall,HR
EVT01029,2025-08-04 13:40:00,3.0.197.197,10.0.10.23,alice,Failed Login,HTTP,India,India,Device-94,Windows 11,Failed,High,10,No,CVE-2024-2201,3.2,Database-01,Finance
EVT01030,2025-08-04 13:45:00,6.116.40.136,10.0.7.217,alice,Port Scan,SSH,India,India,Device-86,Windows 10,Success,Medium,0,No,None,6.5,Finance-PC-02,HR
EVT01031,2025-08-04 13:50:00,74.20.205.148,10.0.5.68,alex,Failed Login,SSH,India,India,Device-65,Windows 10,Success,High,20,No,None,9.2,Finance-PC-02,Finance
EVT01032,2025-08-04 13:55:00,58.250.190.155,10.0.8.248,root,Privilege Escalation,SMB,India,India,Device-85,Windows 11,Success,High,0,No,None,0.8,WebServer,HR
EVT01033,2025-08-04 14:00:00,127.199.90.177,10.0.10.169,admin,File Access,SSH,India,India,Device-140,Windows 11,Blocked,Medium,0,No,None,3.9,WebServer,Finance
EVT01034,2025-08-04 14:05:00,163.131.52.110,10.0.5.144,alex,Port Scan,HTTP,India,India,Device-56,Windows 11,Success,Low,0,No,CVE-2024-2201,4.5,HR-PC-01,IT
EVT01035,2025-08-04 14:10:00,193.85.213.173,10.0.0.68,admin,Privilege Escalation,SMB,India,India,Device-58,Windows 11,Blocked,High,0,No,CVE-2023-1234,8.8,HR-PC-01,HR
EVT01036,2025-08-04 14:15:00,158.220.35.53,10.0.5.62,root,Port Scan,HTTPS,India,India,Device-107,Linux,Failed,Medium,0,No,CVE-2024-2201,9.8,Database-01,Finance
EVT01037,2025-08-04 14:20:00,24.203.68.154,10.0.5.76,admin,SQL Injection Attempt,HTTP,India,India,Device-102,Windows 10,Failed,Critical,0,No,CVE-2024-1045,1.2,WebServer,HR
EVT01038,2025-08-04 14:25:00,170.243.91.222,10.0.6.188,alex,Privilege Escalation,TCP,India,India,Device-104,Windows 11,Detected,High,0,No,None,1.1,HR-PC-01,Finance
EVT01039,2025-08-04 14:30:00,40.157.250.212,10.0.10.179,john,Malware Detection,TCP,India,India,Device-173,Windows 11,Detected,High,0,Yes,CVE-2023-1234,7.6,Database-01,Sales
EVT01040,2025-08-04 14:35:00,16.132.166.111,10.0.4.50,alex,Failed Login,TCP,India,India,Device-104,Windows 10,Failed,High,17,No,CVE-2024-2201,0.2,HR-PC-01,HR
EVT01041,2025-08-04 14:40:00,10.100.32.66,10.0.1.18,admin,Failed Login,SMB,India,India,Device-106,Windows 10,Failed,High,10,No,CVE-2024-2201,8.8,Finance-PC-02,Finance
EVT01042,2025-08-04 14:45:00,185.181.103.116,10.0.7.63,alex,File Access,TCP,India,India,Device-186,Windows 10,Failed,Medium,0,No,CVE-2024-1045,7.9,WebServer,Finance
EVT01043,2025-08-04 14:50:00,4.125.154.190,10.0.7.134,alex,Brute Force,SMB,India,India,Device-137,Linux,Detected,Critical,19,No,None,6.4,Database-01,Finance
EVT01044,2025-08-04 14:55:00,140.24.137.61,10.0.0.217,admin,USB Device Connected,TCP,India,India,Device-180,Linux,Detected,Medium,0,No,CVE-2023-1234,8.3,Database-01,Finance
EVT01045,2025-08-04 15:00:00,65.219.124.58,10.0.5.246,john,Failed Login,SMB,India,India,Device-133,Windows 10,Failed,High,19,No,None,6.9,Database-01,Finance
EVT01046,2025-08-04 15:05:00,195.15.246.1,10.0.0.240,root,USB Device Connected,HTTPS,India,India,Device-47,Windows 10,Success,Medium,0,No,CVE-2024-2201,2.0,HR-PC-01,Sales
EVT01047,2025-08-04 15:10:00,6.46.154.130,10.0.3.48,john,Login Success,HTTPS,India,India,Device-135,Linux,Failed,Low,15,No,CVE-2023-1234,1.8,WebServer,Finance
EVT01048,2025-08-04 15:15:00,61.4.33.11,10.0.0.47,alice,Phishing Email,SSH,India,India,Device-69,Windows 11,Success,Medium,0,No,None,4.5,WebServer,Finance
EVT01049,2025-08-04 15:20:00,27.197.125.116,10.0.9.79,alex,Login Success,TCP,India,India,Device-50,Linux,Failed,Low,6,No,CVE-2023-1234,0.0,HR-PC-01,HR
EVT01050,2025-08-04 15:25:00,196.240.140.105,10.0.5.181,alice,Port Scan,SSH,India,India,Device-145,Windows 10,Detected,Low,0,No,CVE-2024-1045,0.9,Database-01,IT
EVT01051,2025-08-04 15:30:00,110.211.123.237,10.0.6.169,david,Login Success,SSH,India,India,Device-26,Linux,Detected,Low,8,No,CVE-2023-1234,4.7,HR-PC-01,HR
EVT01052,2025-08-04 15:35:00,127.254.35.236,10.0.9.82,john,File Access,HTTP,India,India,Device-144,Windows 11,Detected,Low,0,No,CVE-2024-1045,2.5,HR-PC-01,Sales
EVT01053,2025-08-04 15:40:00,124.226.174.49,10.0.0.147,alice,SQL Injection Attempt,SMB,India,India,Device-31,Windows 10,Blocked,Critical,0,No,CVE-2024-1045,6.7,Firewall,IT
EVT01054,2025-08-04 15:45:00,30.143.172.204,10.0.0.117,alice,Login Success,SMB,India,India,Device-39,Windows 10,Detected,Low,12,No,CVE-2024-1045,0.5,Database-01,HR
EVT01055,2025-08-04 15:50:00,159.5.100.248,10.0.8.144,david,File Access,HTTPS,India,India,Device-3,Windows 11,Failed,Medium,0,No,CVE-2023-1234,3.6,Database-01,Sales
EVT01056,2025-08-04 15:55:00,12.77.232.40,10.0.5.204,john,Port Scan,HTTP,India,India,Device-158,Windows 10,Blocked,Low,0,No,None,1.2,Firewall,HR
EVT01057,2025-08-04 16:00:00,65.226.143.35,10.0.8.102,alex,Login Success,SMB,India,India,Device-109,Linux,Failed,Low,16,No,CVE-2024-1045,1.8,HR-PC-01,Finance
EVT01058,2025-08-04 16:05:00,73.44.182.40,10.0.2.248,admin,Malware Detection,TCP,India,India,Device-135,Linux,Failed,Critical,0,Yes,None,7.6,WebServer,Sales
EVT01059,2025-08-04 16:10:00,14.41.73.63,10.0.7.121,root,Port Scan,SSH,India,India,Device-138,Windows 11,Failed,Medium,0,No,CVE-2023-1234,7.5,WebServer,Finance
EVT01060,2025-08-04 16:15:00,103.172.17.11,10.0.1.192,john,Privilege Escalation,TCP,India,India,Device-5,Windows 11,Detected,High,0,No,None,7.6,WebServer,Sales
EVT01061,2025-08-04 16:20:00,110.33.229.181,10.0.10.135,john,Phishing Email,TCP,India,India,Device-32,Windows 11,Blocked,Low,0,No,CVE-2024-1045,2.7,WebServer,HR
EVT01062,2025-08-04 16:25:00,102.177.129.137,10.0.1.242,david,Malware Detection,SMB,India,India,Device-41,Windows 10,Blocked,High,0,Yes,CVE-2023-1234,6.0,Firewall,IT
EVT01063,2025-08-04 16:30:00,33.189.87.224,10.0.5.105,david,Phishing Email,SMB,India,India,Device-3,Windows 10,Blocked,Low,0,No,CVE-2024-2201,1.9,Finance-PC-02,HR
EVT01064,2025-08-04 16:35:00,23.156.2.177,10.0.10.79,david,SQL Injection Attempt,TCP,India,India,Device-46,Windows 11,Detected,High,0,No,CVE-2024-1045,2.4,HR-PC-01,IT
EVT01065,2025-08-04 16:40:00,12.27.224.113,10.0.4.198,john,Malware Detection,SMB,India,India,Device-80,Windows 10,Blocked,High,0,Yes,None,1.5,WebServer,Finance
EVT01066,2025-08-04 16:45:00,27.1.11.15,10.0.2.29,admin,Malware Detection,SMB,India,India,Device-156,Windows 11,Blocked,Critical,0,Yes,None,1.1,Database-01,Sales
EVT01067,2025-08-04 16:50:00,214.29.125.212,10.0.0.128,alice,Failed Login,SMB,India,India,Device-63,Windows 11,Blocked,High,12,No,None,5.1,Database-01,Sales
EVT01068,2025-08-04 16:55:00,181.107.36.55,10.0.1.184,john,Failed Login,HTTPS,India,India,Device-37,Windows 11,Failed,High,15,No,CVE-2024-1045,6.2,Firewall,IT
EVT01069,2025-08-04 17:00:00,154.57.156.22,10.0.1.42,root,Port Scan,TCP,India,India,Device-146,Windows 11,Success,Low,0,No,CVE-2024-2201,9.5,Finance-PC-02,Sales
EVT01070,2025-08-04 17:05:00,169.180.168.114,10.0.0.24,root,File Access,HTTP,India,India,Device-74,Linux,Blocked,Medium,0,No,CVE-2023-1234,8.1,Database-01,IT
EVT01071,2025-08-04 17:10:00,204.132.6.24,10.0.9.69,admin,SQL Injection Attempt,HTTP,India,India,Device-144,Linux,Detected,Critical,0,No,CVE-2023-1234,5.0,Finance-PC-02,IT
EVT01072,2025-08-04 17:15:00,155.160.140.16,10.0.10.194,david,Phishing Email,TCP,India,India,Device-182,Windows 11,Blocked,Low,0,No,None,8.8,HR-PC-01,HR
EVT01073,2025-08-04 17:20:00,90.208.125.76,10.0.10.236,david,Brute Force,SMB,India,India,Device-102,Linux,Success,Critical,20,No,CVE-2024-2201,8.5,WebServer,IT
EVT01074,2025-08-04 17:25:00,205.199.142.21,10.0.4.169,root,Privilege Escalation,SSH,India,India,Device-90,Windows 11,Detected,High,0,No,CVE-2024-2201,9.1,Firewall,Sales
EVT01075,2025-08-04 17:30:00,61.157.97.183,10.0.9.22,david,SQL Injection Attempt,TCP,India,India,Device-167,Windows 10,Success,High,0,No,None,4.9,Firewall,Finance
EVT01076,2025-08-04 17:35:00,206.215.197.119,10.0.8.132,alice,SQL Injection Attempt,SMB,India,India,Device-10,Windows 10,Detected,Critical,0,No,CVE-2024-2201,2.6,WebServer,HR
EVT01077,2025-08-04 17:40:00,198.204.60.36,10.0.6.176,alice,Malware Detection,HTTP,India,India,Device-192,Linux,Success,High,0,Yes,CVE-2023-1234,0.8,Finance-PC-02,IT
EVT01078,2025-08-04 17:45:00,221.105.225.113,10.0.5.136,alice,Failed Login,HTTP,India,India,Device-115,Linux,Blocked,High,12,No,None,1.9,WebServer,IT
EVT01079,2025-08-04 17:50:00,107.84.138.25,10.0.0.31,alice,Port Scan,SSH,India,India,Device-118,Linux,Detected,Medium,0,No,CVE-2024-1045,3.6,WebServer,Sales
EVT01080,2025-08-04 17:55:00,106.183.118.162,10.0.5.245,john,USB Device Connected,HTTP,India,India,Device-179,Windows 11,Detected,Medium,0,No,None,8.3,Finance-PC-02,Finance
EVT01081,2025-08-04 18:00:00,70.219.125.165,10.0.8.116,john,Malware Detection,SMB,India,India,Device-177,Windows 11,Blocked,High,0,Yes,CVE-2023-1234,1.9,WebServer,IT
EVT01082,2025-08-04 18:05:00,120.220.49.147,10.0.5.95,root,USB Device Connected,HTTPS,India,India,Device-77,Windows 10,Detected,Medium,0,No,None,7.4,HR-PC-01,IT
EVT01083,2025-08-04 18:10:00,81.249.130.127,10.0.7.50,alex,USB Device Connected,TCP,India,India,Device-103,Windows 11,Blocked,Low,0,No,CVE-2024-2201,5.9,Database-01,IT
EVT01084,2025-08-04 18:15:00,94.148.138.118,10.0.3.146,admin,Port Scan,HTTP,India,India,Device-89,Linux,Success,Low,0,No,CVE-2023-1234,6.1,HR-PC-01,Sales
EVT01085,2025-08-04 18:20:00,46.99.63.189,10.0.1.68,admin,Malware Detection,SMB,India,India,Device-187,Linux,Success,High,0,Yes,CVE-2023-1234,5.5,Database-01,IT
EVT01086,2025-08-04 18:25:00,61.101.17.136,10.0.6.234,root,Phishing Email,HTTPS,India,India,Device-44,Windows 10,Detected,Low,0,No,CVE-2024-2201,5.2,Finance-PC-02,Finance
EVT01087,2025-08-04 18:30:00,45.249.180.69,10.0.10.46,david,Failed Login,TCP,India,India,Device-120,Linux,Detected,High,20,No,CVE-2024-1045,3.6,Finance-PC-02,IT
EVT01088,2025-08-04 18:35:00,24.180.151.126,10.0.3.51,david,Failed Login,HTTPS,India,India,Device-101,Linux,Blocked,High,16,No,CVE-2024-1045,7.3,Database-01,Sales
EVT01089,2025-08-04 18:40:00,91.105.122.90,10.0.5.157,alex,Login Success,HTTPS,India,India,Device-103,Linux,Detected,Medium,7,No,CVE-2024-1045,5.8,Finance-PC-02,IT
EVT01090,2025-08-04 18:45:00,167.26.34.151,10.0.0.114,root,Phishing Email,SSH,India,India,Device-197,Linux,Success,Medium,0,No,CVE-2023-1234,7.8,Finance-PC-02,HR
EVT01091,2025-08-04 18:50:00,127.94.202.169,10.0.2.20,alice,Brute Force,HTTP,India,India,Device-43,Windows 11,Detected,Critical,14,No,CVE-2024-1045,5.2,Finance-PC-02,Sales
EVT01092,2025-08-04 18:55:00,222.126.245.99,10.0.2.98,david,Privilege Escalation,HTTP,India,India,Device-200,Windows 10,Success,High,0,No,CVE-2024-2201,2.8,Firewall,HR
EVT01093,2025-08-04 19:00:00,1.79.23.133,10.0.10.102,david,Malware Detection,HTTPS,India,India,Device-27,Windows 10,Success,High,0,Yes,CVE-2024-2201,5.3,Database-01,HR
EVT01094,2025-08-04 19:05:00,16.132.105.97,10.0.1.153,david,Failed Login,SSH,India,India,Device-151,Linux,Blocked,High,1,No,None,9.4,Finance-PC-02,Finance
EVT01095,2025-08-04 19:10:00,92.96.57.144,10.0.2.62,david,Phishing Email,HTTPS,India,India,Device-74,Windows 10,Success,Low,0,No,CVE-2024-2201,5.7,Firewall,Finance
EVT01096,2025-08-04 19:15:00,5.32.63.8,10.0.6.90,alice,Brute Force,HTTPS,India,India,Device-68,Windows 11,Success,High,7,No,CVE-2024-2201,4.3,Database-01,Finance
EVT01097,2025-08-04 19:20:00,2.109.65.28,10.0.8.115,john,Login Success,HTTP,India,India,Device-65,Linux,Failed,Low,1,No,None,7.6,Database-01,HR
EVT01098,2025-08-04 19:25:00,160.244.183.64,10.0.1.12,david,File Access,TCP,India,India,Device-104,Linux,Failed,Medium,0,No,CVE-2023-1234,8.6,Firewall,IT
EVT01099,2025-08-04 19:30:00,118.7.34.66,10.0.6.39,root,USB Device Connected,TCP,India,India,Device-84,Windows 11,Detected,Medium,0,No,CVE-2024-1045,1.5,Finance-PC-02,Sales
EVT01100,2025-08-04 19:35:00,154.185.173.122,10.0.0.19,john,Login Success,HTTP,India,India,Device-24,Linux,Failed,Low,7,No,CVE-2024-1045,5.1,Firewall,Finance
EVT01101,2025-08-04 19:40:00,38.242.246.62,10.0.7.213,john,SQL Injection Attempt,HTTP,India,India,Device-34,Windows 11,Success,High,0,No,CVE-2024-1045,7.4,WebServer,Finance
EVT01102,2025-08-04 19:45:00,16.73.114.225,10.0.7.203,root,Brute Force,SSH,India,India,Device-156,Windows 11,Success,High,2,No,CVE-2024-1045,8.7,Finance-PC-02,IT
EVT01103,2025-08-04 19:50:00,91.26.94.130,10.0.2.94,david,Port Scan,HTTP,India,India,Device-104,Linux,Detected,Low,0,No,None,7.8,Finance-PC-02,HR
EVT01104,2025-08-04 19:55:00,217.117.121.113,10.0.7.78,alex,Failed Login,TCP,India,India,Device-31,Windows 11,Success,High,4,No,CVE-2024-2201,7.0,HR-PC-01,Finance
EVT01105,2025-08-04 20:00:00,213.59.134.92,10.0.4.33,david,Brute Force,SSH,India,India,Device-130,Windows 10,Failed,Critical,5,No,CVE-2024-2201,1.9,Database-01,Sales
EVT01106,2025-08-04 20:05:00,59.169.13.83,10.0.5.164,alex,Privilege Escalation,SMB,India,India,Device-180,Linux,Detected,High,0,No,CVE-2024-2201,7.5,Firewall,Finance
EVT01107,2025-08-04 20:10:00,121.121.227.178,10.0.9.155,david,Login Success,SSH,India,India,Device-59,Windows 10,Failed,Low,11,No,CVE-2024-1045,5.8,Database-01,Finance
EVT01108,2025-08-04 20:15:00,87.183.240.16,10.0.5.241,david,SQL Injection Attempt,SSH,India,India,Device-120,Linux,Failed,Critical,0,No,CVE-2024-1045,6.7,Finance-PC-02,IT
EVT01109,2025-08-04 20:20:00,84.214.170.70,10.0.0.124,root,Malware Detection,SMB,India,India,Device-23,Windows 10,Detected,High,0,Yes,CVE-2024-1045,1.7,HR-PC-01,Finance
EVT01110,2025-08-04 20:25:00,109.52.186.102,10.0.5.173,john,Brute Force,HTTPS,India,India,Device-156,Linux,Success,High,1,No,CVE-2024-2201,5.9,HR-PC-01,Finance
EVT01111,2025-08-04 20:30:00,71.210.243.178,10.0.1.146,david,Failed Login,HTTP,India,India,Device-72,Linux,Detected,High,3,No,CVE-2024-1045,0.1,Database-01,HR
EVT01112,2025-08-04 20:35:00,186.66.186.23,10.0.3.173,alex,Malware Detection,HTTP,India,India,Device-94,Linux,Success,High,0,Yes,None,8.2,HR-PC-01,Finance
EVT01113,2025-08-04 20:40:00,140.153.39.56,10.0.9.124,admin,SQL Injection Attempt,HTTPS,India,India,Device-34,Windows 11,Detected,High,0,No,None,2.5,Firewall,Sales
EVT01114,2025-08-04 20:45:00,112.63.119.214,10.0.6.237,admin,File Access,SMB,India,India,Device-194,Windows 11,Failed,Medium,0,No,CVE-2023-1234,6.2,Finance-PC-02,Sales
EVT01115,2025-08-04 20:50:00,73.200.240.74,10.0.8.138,root,File Access,HTTPS,India,India,Device-170,Windows 10,Success,Low,0,No,CVE-2023-1234,4.2,WebServer,IT
EVT01116,2025-08-04 20:55:00,168.234.55.62,10.0.3.98,david,Port Scan,HTTP,India,India,Device-31,Linux,Blocked,Medium,0,No,None,8.1,WebServer,HR
EVT01117,2025-08-04 21:00:00,114.92.240.249,10.0.7.116,john,Failed Login,TCP,India,India,Device-100,Windows 11,Blocked,High,20,No,CVE-2024-1045,5.7,WebServer,IT
EVT01118,2025-08-04 21:05:00,155.21.249.147,10.0.4.113,david,Failed Login,HTTPS,India,India,Device-56,Windows 10,Blocked,High,3,No,None,8.5,Finance-PC-02,IT
EVT01119,2025-08-04 21:10:00,150.119.171.210,10.0.1.216,root,Malware Detection,HTTPS,India,India,Device-184,Linux,Success,High,0,Yes,CVE-2024-2201,4.9,Firewall,Finance
EVT01120,2025-08-04 21:15:00,58.35.159.231,10.0.9.122,john,Failed Login,SSH,India,India,Device-126,Windows 10,Failed,High,0,No,CVE-2023-1234,0.7,Finance-PC-02,Finance
EVT01121,2025-08-04 21:20:00,122.254.82.177,10.0.2.128,john,Login Success,SSH,India,India,Device-49,Linux,Detected,Medium,20,No,CVE-2023-1234,0.7,Database-01,HR
EVT01122,2025-08-04 21:25:00,57.147.243.74,10.0.8.77,david,SQL Injection Attempt,SSH,India,India,Device-74,Windows 10,Detected,Critical,0,No,CVE-2023-1234,6.9,Firewall,Sales
EVT01123,2025-08-04 21:30:00,187.103.97.48,10.0.3.204,alice,File Access,HTTP,India,India,Device-115,Windows 10,Success,Medium,0,No,CVE-2023-1234,3.1,Database-01,IT
EVT01124,2025-08-04 21:35:00,73.93.109.239,10.0.5.121,alex,USB Device Connected,SSH,India,India,Device-69,Linux,Blocked,Medium,0,No,CVE-2023-1234,6.2,HR-PC-01,HR
EVT01125,2025-08-04 21:40:00,165.195.177.58,10.0.3.166,alice,Login Success,HTTP,India,India,Device-100,Linux,Failed,Low,0,No,None,6.5,Finance-PC-02,Sales
EVT01126,2025-08-04 21:45:00,110.245.124.94,10.0.5.15,alex,SQL Injection Attempt,SSH,India,India,Device-96,Windows 11,Failed,High,0,No,CVE-2024-2201,8.7,Finance-PC-02,Sales
EVT01127,2025-08-04 21:50:00,111.135.170.193,10.0.5.42,john,Login Success,HTTPS,India,India,Device-195,Windows 10,Detected,Low,0,No,CVE-2023-1234,6.3,Finance-PC-02,Sales
EVT01128,2025-08-04 21:55:00,204.27.70.104,10.0.4.134,alice,USB Device Connected,HTTPS,India,India,Device-3,Windows 10,Failed,Medium,0,No,None,5.5,WebServer,IT
EVT01129,2025-08-04 22:00:00,104.149.16.182,10.0.2.124,root,Brute Force,SMB,India,India,Device-180,Windows 11,Detected,Critical,7,No,CVE-2024-1045,8.0,Firewall,Sales
EVT01130,2025-08-04 22:05:00,136.97.145.81,10.0.8.175,alice,Malware Detection,TCP,India,India,Device-14,Linux,Blocked,Critical,0,Yes,CVE-2023-1234,5.5,Firewall,IT
EVT01131,2025-08-04 22:10:00,124.42.24.226,10.0.4.224,john,Phishing Email,TCP,India,India,Device-110,Windows 10,Success,Medium,0,No,CVE-2024-1045,7.8,Database-01,Finance
EVT01132,2025-08-04 22:15:00,5.64.221.228,10.0.5.211,admin,Malware Detection,SMB,India,India,Device-129,Windows 11,Blocked,High,0,Yes,CVE-2024-1045,1.1,Firewall,IT
EVT01133,2025-08-04 22:20:00,97.224.40.11,10.0.10.235,alice,Phishing Email,SMB,India,India,Device-97,Windows 11,Failed,Low,0,No,CVE-2024-2201,4.0,Finance-PC-02,Sales
EVT01134,2025-08-04 22:25:00,50.154.6.16,10.0.1.148,alice,Phishing Email,HTTPS,India,India,Device-195,Linux,Failed,Medium,0,No,CVE-2024-2201,4.8,HR-PC-01,IT
EVT01135,2025-08-04 22:30:00,137.213.77.52,10.0.3.119,alice,Brute Force,TCP,India,India,Device-7,Windows 10,Detected,High,6,No,None,0.3,Finance-PC-02,Finance
