event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,event_text,technique_id,technique_name,tactic
EVT00848,2025-08-03 22:35:00,179.229.98.231,10.0.10.166,alex,failed login,SSH,India,India,Device-31,Windows 11,Success,High,19,No,CVE-2024-2201,7.3,Firewall,Finance,failed login success high,T1110,Brute Force,Credential Access
EVT00849,2025-08-03 22:40:00,217.219.190.47,10.0.3.97,david,port scan,TCP,India,India,Device-138,Windows 10,Blocked,Medium,0,No,,3.2,Finance-PC-02,IT,port scan blocked medium,,,
EVT00850,2025-08-03 22:45:00,178.64.58.72,10.0.8.201,john,sql injection attempt,SSH,India,India,Device-35,Linux,Blocked,Critical,0,No,CVE-2024-2201,9.9,Firewall,HR,sql injection attempt blocked critical,,,
EVT00851,2025-08-03 22:50:00,54.188.242.186,10.0.10.25,alex,phishing email,TCP,India,India,Device-157,Windows 11,Detected,Low,0,No,CVE-2024-1045,2.5,Finance-PC-02,HR,phishing email detected low,,,
EVT00852,2025-08-03 22:55:00,201.61.224.33,10.0.0.20,alex,file access,SSH,India,India,Device-36,Windows 11,Failed,Low,0,No,,1.8,HR-PC-01,Sales,file access failed low,T1110,Brute Force,Credential Access
EVT00853,2025-08-03 23:00:00,160.27.255.75,10.0.5.40,alex,usb device connected,SSH,India,India,Device-66,Windows 11,Detected,Medium,0,No,CVE-2024-2201,0.4,Finance-PC-02,Finance,usb device connected detected medium,,,
EVT00854,2025-08-03 23:05:00,147.173.251.239,10.0.3.115,john,privilege escalation,HTTPS,India,India,Device-190,Windows 10,Failed,Critical,0,No,CVE-2024-1045,2.3,Firewall,HR,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT00855,2025-08-03 23:10:00,209.145.67.155,10.0.5.133,root,usb device connected,HTTP,India,India,Device-76,Linux,Detected,Low,0,No,,4.3,HR-PC-01,Finance,usb device connected detected low,,,
EVT00856,2025-08-03 23:15:00,177.143.146.158,10.0.8.77,alex,usb device connected,TCP,India,India,Device-15,Linux,Success,Medium,0,No,CVE-2023-1234,0.7,Finance-PC-02,HR,usb device connected success medium,,,
EVT00857,2025-08-03 23:20:00,116.65.32.168,10.0.4.35,root,sql injection attempt,TCP,India,India,Device-35,Windows 11,Failed,High,0,No,CVE-2024-2201,0.0,Firewall,IT,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT00858,2025-08-03 23:25:00,44.107.126.164,10.0.4.97,john,port scan,HTTPS,India,India,Device-61,Linux,Detected,Low,0,No,CVE-2023-1234,7.3,Firewall,IT,port scan detected low,,,
EVT00859,2025-08-03 23:30:00,54.50.84.83,10.0.9.136,admin,usb device connected,SMB,India,India,Device-25,Windows 10,Blocked,Medium,0,No,CVE-2024-2201,9.0,WebServer,HR,usb device connected blocked medium,,,
EVT00860,2025-08-03 23:35:00,220.36.191.7,10.0.2.68,admin,brute force,SMB,India,India,Device-83,Windows 10,Failed,Critical,5,No,CVE-2023-1234,7.2,Finance-PC-02,HR,brute force failed critical,T1110,Brute Force,Credential Access
EVT00861,2025-08-03 23:40:00,53.62.68.88,10.0.10.196,root,brute force,SMB,India,India,Device-2,Linux,Failed,High,20,No,,5.5,Database-01,HR,brute force failed high,T1110,Brute Force,Credential Access
EVT00862,2025-08-03 23:45:00,182.228.20.152,10.0.8.197,root,port scan,SSH,India,India,Device-102,Windows 10,Detected,Medium,0,No,CVE-2024-1045,7.6,Database-01,Finance,port scan detected medium,,,
EVT00863,2025-08-03 23:50:00,180.24.161.186,10.0.10.104,root,sql injection attempt,TCP,India,India,Device-131,Linux,Detected,High,0,No,,2.3,Database-01,HR,sql injection attempt detected high,,,
EVT00864,2025-08-03 23:55:00,1.220.139.72,10.0.0.248,alex,login success,TCP,India,India,Device-174,Windows 11,Detected,Low,5,No,CVE-2024-2201,6.9,Finance-PC-02,Sales,login success detected low,T1110,Brute Force,Credential Access
EVT00865,2025-08-04 00:00:00,69.84.254.92,10.0.3.66,alex,brute force,HTTP,India,India,Device-88,Windows 11,Detected,High,1,No,CVE-2024-2201,3.5,Finance-PC-02,HR,brute force detected high,,,
EVT00866,2025-08-04 00:05:00,47.165.246.6,10.0.7.235,root,malware detection,SSH,India,India,Device-67,Windows 11,Blocked,High,0,Yes,CVE-2024-1045,4.4,HR-PC-01,HR,malware detection blocked high,,,
EVT00867,2025-08-04 00:10:00,49.30.41.165,10.0.3.240,john,file access,HTTPS,India,India,Device-105,Windows 11,Failed,Low,0,No,,4.4,Firewall,IT,file access failed low,T1110,Brute Force,Credential Access
EVT00868,2025-08-04 00:15:00,134.78.59.58,10.0.10.132,admin,privilege escalation,HTTP,India,India,Device-181,Windows 10,Detected,Critical,0,No,,5.7,WebServer,Finance,privilege escalation detected critical,,,
EVT00869,2025-08-04 00:20:00,81.128.78.253,10.0.6.173,john,login success,HTTPS,India,India,Device-83,Windows 11,Failed,Medium,17,No,CVE-2023-1234,8.7,Finance-PC-02,Sales,login success failed medium,T1110,Brute Force,Credential Access
EVT00870,2025-08-04 00:25:00,202.140.235.100,10.0.5.159,alex,file access,HTTP,India,India,Device-95,Windows 11,Failed,Low,0,No,,1.1,Firewall,HR,file access failed low,T1110,Brute Force,Credential Access
EVT00871,2025-08-04 00:30:00,73.103.7.147,10.0.0.102,admin,privilege escalation,SSH,India,India,Device-18,Windows 10,Failed,Critical,0,No,CVE-2024-2201,5.4,WebServer,HR,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT00872,2025-08-04 00:35:00,135.58.55.245,10.0.2.230,root,brute force,TCP,India,India,Device-197,Windows 10,Success,Critical,11,No,CVE-2024-1045,6.8,Firewall,IT,brute force success critical,,,
EVT00873,2025-08-04 00:40:00,149.95.80.128,10.0.10.229,admin,sql injection attempt,HTTPS,India,India,Device-199,Windows 11,Blocked,High,0,No,CVE-2024-2201,2.3,WebServer,IT,sql injection attempt blocked high,,,
EVT00874,2025-08-04 00:45:00,213.133.28.223,10.0.9.200,root,usb device connected,TCP,India,India,Device-151,Linux,Blocked,Low,0,No,CVE-2024-2201,8.8,HR-PC-01,Finance,usb device connected blocked low,,,
EVT00875,2025-08-04 00:50:00,42.148.193.102,10.0.3.216,alex,privilege escalation,HTTPS,India,India,Device-181,Linux,Success,Critical,0,No,CVE-2023-1234,8.7,WebServer,Sales,privilege escalation success critical,,,
EVT00876,2025-08-04 00:55:00,104.140.134.53,10.0.7.115,john,privilege escalation,SSH,India,India,Device-2,Windows 10,Blocked,High,0,No,CVE-2024-2201,7.9,WebServer,HR,privilege escalation blocked high,,,
EVT00877,2025-08-04 01:00:00,62.227.179.85,10.0.6.75,root,file access,TCP,India,India,Device-69,Windows 11,Blocked,Medium,0,No,,6.6,Database-01,HR,file access blocked medium,,,
EVT00878,2025-08-04 01:05:00,78.140.203.160,10.0.5.31,admin,usb device connected,SMB,India,India,Device-164,Windows 11,Failed,Low,0,No,CVE-2024-2201,0.7,Database-01,Finance,usb device connected failed low,T1110,Brute Force,Credential Access
EVT00879,2025-08-04 01:10:00,55.114.178.222,10.0.2.236,admin,phishing email,HTTP,India,India,Device-130,Windows 11,Failed,Low,0,No,CVE-2024-1045,2.0,HR-PC-01,Sales,phishing email failed low,T1110,Brute Force,Credential Access
EVT00880,2025-08-04 01:15:00,136.49.175.184,10.0.9.1,john,sql injection attempt,HTTP,India,India,Device-68,Linux,Failed,Critical,0,No,,9.2,Finance-PC-02,IT,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00881,2025-08-04 01:20:00,173.206.149.213,10.0.4.169,root,login success,TCP,India,India,Device-29,Windows 11,Blocked,Low,0,No,CVE-2024-2201,0.3,Finance-PC-02,HR,login success blocked low,T1110,Brute Force,Credential Access
EVT00882,2025-08-04 01:25:00,165.90.215.37,10.0.7.210,david,malware detection,HTTP,India,India,Device-90,Windows 11,Success,Critical,0,Yes,,6.7,Database-01,Finance,malware detection success critical,,,
EVT00883,2025-08-04 01:30:00,86.163.186.22,10.0.0.70,john,file access,SMB,India,India,Device-125,Windows 10,Blocked,Low,0,No,,1.5,Database-01,HR,file access blocked low,,,
EVT00884,2025-08-04 01:35:00,183.47.127.66,10.0.7.231,root,usb device connected,SSH,India,India,Device-176,Linux,Failed,Medium,0,No,,2.5,Firewall,Sales,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT00885,2025-08-04 01:40:00,169.23.52.6,10.0.0.66,david,file access,TCP,India,India,Device-93,Windows 11,Detected,Medium,0,No,,5.0,Finance-PC-02,HR,file access detected medium,,,
EVT00886,2025-08-04 01:45:00,204.30.48.221,10.0.10.140,root,malware detection,SMB,India,India,Device-94,Windows 10,Success,Critical,0,Yes,CVE-2023-1234,2.9,HR-PC-01,IT,malware detection success critical,,,
EVT00887,2025-08-04 01:50:00,48.0.31.145,10.0.8.243,admin,usb device connected,SMB,India,India,Device-152,Linux,Blocked,Low,0,No,CVE-2024-1045,1.7,Firewall,IT,usb device connected blocked low,,,
EVT00888,2025-08-04 01:55:00,131.158.166.154,10.0.8.244,alex,file access,HTTP,India,India,Device-6,Linux,Detected,Low,0,No,CVE-2023-1234,1.1,Firewall,IT,file access detected low,,,
EVT00889,2025-08-04 02:00:00,95.10.100.94,10.0.7.3,john,phishing email,SSH,India,India,Device-149,Windows 10,Detected,Medium,0,No,,3.2,Firewall,HR,phishing email detected medium,,,
EVT00890,2025-08-04 02:05:00,79.16.224.39,10.0.0.143,root,failed login,SSH,India,India,Device-162,Windows 11,Failed,High,12,No,CVE-2023-1234,7.0,HR-PC-01,HR,failed login failed high,T1110,Brute Force,Credential Access
EVT00891,2025-08-04 02:10:00,78.64.120.224,10.0.5.18,david,sql injection attempt,HTTPS,India,India,Device-30,Windows 10,Detected,High,0,No,CVE-2024-1045,7.8,Database-01,Sales,sql injection attempt detected high,,,
EVT00892,2025-08-04 02:15:00,215.192.235.154,10.0.7.232,john,malware detection,TCP,India,India,Device-33,Linux,Blocked,High,0,Yes,,1.7,Firewall,IT,malware detection blocked high,,,
EVT00893,2025-08-04 02:20:00,173.115.16.214,10.0.7.197,alice,failed login,SMB,India,India,Device-76,Windows 11,Success,High,6,No,CVE-2024-2201,3.4,Finance-PC-02,Finance,failed login success high,T1110,Brute Force,Credential Access
EVT00894,2025-08-04 02:25:00,135.27.49.105,10.0.6.187,admin,failed login,HTTP,India,India,Device-98,Windows 11,Detected,High,13,No,,6.3,WebServer,Finance,failed login detected high,T1110,Brute Force,Credential Access
EVT00895,2025-08-04 02:30:00,172.89.24.35,10.0.3.215,root,failed login,TCP,India,India,Device-144,Windows 11,Blocked,High,6,No,CVE-2024-2201,5.6,Finance-PC-02,Finance,failed login blocked high,T1110,Brute Force,Credential Access
EVT00896,2025-08-04 02:35:00,1.188.202.31,10.0.0.188,john,brute force,HTTP,India,India,Device-45,Windows 10,Blocked,High,16,No,CVE-2024-1045,7.1,HR-PC-01,HR,brute force blocked high,,,
EVT00897,2025-08-04 02:40:00,182.179.241.254,10.0.10.184,john,usb device connected,HTTPS,India,India,Device-46,Windows 10,Detected,Medium,0,No,,6.9,Finance-PC-02,Sales,usb device connected detected medium,,,
EVT00898,2025-08-04 02:45:00,164.172.85.1,10.0.8.214,alex,brute force,SMB,India,India,Device-131,Windows 10,Success,High,20,No,CVE-2024-1045,0.1,WebServer,HR,brute force success high,,,
EVT00899,2025-08-04 02:50:00,64.95.211.157,10.0.4.14,alex,failed login,HTTPS,India,India,Device-15,Windows 11,Blocked,High,10,No,CVE-2024-1045,5.8,HR-PC-01,HR,failed login blocked high,T1110,Brute Force,Credential Access
EVT00900,2025-08-04 02:55:00,170.187.148.121,10.0.4.116,john,login success,TCP,India,India,Device-170,Linux,Failed,Low,6,No,CVE-2023-1234,8.2,HR-PC-01,IT,login success failed low,T1110,Brute Force,Credential Access
EVT00901,2025-08-04 03:00:00,48.187.153.40,10.0.3.4,alice,port scan,SMB,India,India,Device-102,Windows 10,Blocked,Low,0,No,CVE-2023-1234,3.8,Database-01,Sales,port scan blocked low,,,
EVT00902,2025-08-04 03:05:00,186.145.135.67,10.0.0.171,root,malware detection,HTTP,India,India,Device-98,Windows 10,Failed,High,0,Yes,CVE-2024-1045,2.5,Database-01,Finance,malware detection failed high,T1110,Brute Force,Credential Access
EVT00903,2025-08-04 03:10:00,126.61.77.37,10.0.0.161,root,login success,HTTPS,India,India,Device-190,Windows 10,Success,Low,16,No,,6.2,Firewall,HR,login success success low,T1110,Brute Force,Credential Access
EVT00904,2025-08-04 03:15:00,188.182.218.131,10.0.2.55,admin,file access,TCP,India,India,Device-156,Windows 10,Detected,Low,0,No,,5.2,Firewall,HR,file access detected low,,,
EVT00905,2025-08-04 03:20:00,10.3.88.125,10.0.7.68,alex,failed login,SMB,India,India,Device-122,Linux,Blocked,High,13,No,CVE-2024-2201,8.8,WebServer,Sales,failed login blocked high,T1110,Brute Force,Credential Access
EVT00906,2025-08-04 03:25:00,58.163.179.45,10.0.0.24,david,sql injection attempt,HTTPS,India,India,Device-70,Windows 10,Detected,High,0,No,CVE-2024-1045,9.8,Database-01,Sales,sql injection attempt detected high,,,
EVT00907,2025-08-04 03:30:00,145.56.224.46,10.0.2.6,alex,brute force,HTTPS,India,India,Device-50,Windows 11,Blocked,High,2,No,CVE-2024-1045,5.6,WebServer,HR,brute force blocked high,,,
EVT00908,2025-08-04 03:35:00,66.10.168.172,10.0.7.87,alice,phishing email,TCP,India,India,Device-149,Windows 10,Blocked,Medium,0,No,CVE-2024-1045,3.2,Database-01,IT,phishing email blocked medium,,,
EVT00909,2025-08-04 03:40:00,126.249.181.51,10.0.9.108,john,privilege escalation,HTTP,India,India,Device-168,Linux,Failed,Critical,0,No,CVE-2024-1045,4.6,Database-01,IT,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT00910,2025-08-04 03:45:00,214.185.124.51,10.0.8.37,john,phishing email,SMB,India,India,Device-173,Linux,Success,Low,0,No,CVE-2024-2201,0.8,Firewall,Finance,phishing email success low,,,
EVT00911,2025-08-04 03:50:00,183.6.37.72,10.0.2.138,admin,port scan,SSH,India,India,Device-50,Windows 10,Detected,Low,0,No,CVE-2024-2201,6.9,Firewall,IT,port scan detected low,,,
EVT00912,2025-08-04 03:55:00,46.238.142.180,10.0.2.243,admin,file access,HTTPS,India,India,Device-18,Windows 10,Failed,Medium,0,No,CVE-2023-1234,4.0,WebServer,HR,file access failed medium,T1110,Brute Force,Credential Access
EVT00913,2025-08-04 04:00:00,23.11.95.146,10.0.1.60,admin,brute force,HTTPS,India,India,Device-95,Windows 11,Success,Critical,10,No,,1.9,HR-PC-01,IT,brute force success critical,,,
EVT00914,2025-08-04 04:05:00,69.240.74.181,10.0.0.155,david,file access,SSH,India,India,Device-121,Windows 11,Failed,Medium,0,No,,5.1,HR-PC-01,Sales,file access failed medium,T1110,Brute Force,Credential Access
EVT00915,2025-08-04 04:10:00,58.60.64.163,10.0.10.253,root,brute force,HTTPS,India,India,Device-52,Windows 10,Detected,High,13,No,CVE-2023-1234,6.5,Firewall,Sales,brute force detected high,,,
EVT00916,2025-08-04 04:15:00,99.14.107.43,10.0.10.34,david,malware detection,SMB,India,India,Device-133,Windows 11,Blocked,Critical,0,Yes,CVE-2023-1234,5.5,Database-01,HR,malware detection blocked critical,,,
EVT00917,2025-08-04 04:20:00,196.87.37.6,10.0.8.229,david,privilege escalation,HTTPS,India,India,Device-200,Windows 11,Failed,Critical,0,No,CVE-2024-2201,5.2,HR-PC-01,Sales,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT00918,2025-08-04 04:25:00,92.30.189.109,10.0.1.253,david,phishing email,HTTPS,India,India,Device-119,Linux,Blocked,Low,0,No,CVE-2023-1234,6.9,WebServer,Finance,phishing email blocked low,,,
EVT00919,2025-08-04 04:30:00,73.112.65.40,10.0.0.132,root,phishing email,SSH,India,India,Device-189,Linux,Success,Low,0,No,CVE-2024-1045,4.3,Finance-PC-02,IT,phishing email success low,,,
EVT00920,2025-08-04 04:35:00,65.195.109.176,10.0.7.20,david,phishing email,SSH,India,India,Device-109,Windows 10,Detected,Low,0,No,CVE-2023-1234,6.3,Firewall,IT,phishing email detected low,,,
EVT00921,2025-08-04 04:40:00,220.248.120.95,10.0.3.30,david,sql injection attempt,SSH,India,India,Device-160,Windows 11,Detected,Critical,0,No,CVE-2023-1234,1.9,Database-01,IT,sql injection attempt detected critical,,,
EVT00922,2025-08-04 04:45:00,192.218.22.96,10.0.6.43,admin,failed login,HTTP,India,India,Device-162,Linux,Failed,High,4,No,CVE-2024-1045,3.8,Finance-PC-02,Sales,failed login failed high,T1110,Brute Force,Credential Access
EVT00923,2025-08-04 04:50:00,215.133.27.122,10.0.6.212,david,usb device connected,SSH,India,India,Device-129,Linux,Success,Medium,0,No,,4.8,HR-PC-01,IT,usb device connected success medium,,,
EVT00924,2025-08-04 04:55:00,28.142.89.8,10.0.7.9,alex,phishing email,HTTP,India,India,Device-182,Windows 10,Success,Medium,0,No,CVE-2023-1234,8.9,HR-PC-01,Sales,phishing email success medium,,,
EVT00925,2025-08-04 05:00:00,94.87.160.224,10.0.5.103,alice,privilege escalation,TCP,India,India,Device-142,Windows 11,Blocked,High,0,No,CVE-2023-1234,5.1,HR-PC-01,HR,privilege escalation blocked high,,,
EVT00926,2025-08-04 05:05:00,219.174.208.149,10.0.8.197,john,file access,SMB,India,India,Device-134,Windows 11,Failed,Low,0,No,CVE-2024-2201,0.8,Firewall,IT,file access failed low,T1110,Brute Force,Credential Access
EVT00927,2025-08-04 05:10:00,116.223.43.140,10.0.9.4,admin,file access,HTTP,India,India,Device-53,Windows 11,Blocked,Medium,0,No,CVE-2024-2201,5.6,Firewall,Finance,file access blocked medium,,,
EVT00928,2025-08-04 05:15:00,190.191.78.170,10.0.8.235,admin,privilege escalation,TCP,India,India,Device-120,Linux,Blocked,Critical,0,No,CVE-2024-2201,6.0,Database-01,HR,privilege escalation blocked critical,,,
EVT00929,2025-08-04 05:20:00,206.238.224.204,10.0.0.82,alex,brute force,SSH,India,India,Device-108,Linux,Success,Critical,14,No,CVE-2023-1234,10.0,Firewall,IT,brute force success critical,,,
EVT00930,2025-08-04 05:25:00,179.79.203.235,10.0.0.105,admin,phishing email,HTTP,India,India,Device-184,Linux,Detected,Low,0,No,CVE-2023-1234,9.5,Finance-PC-02,IT,phishing email detected low,,,
EVT00931,2025-08-04 05:30:00,103.40.36.143,10.0.9.110,alice,usb device connected,HTTP,India,India,Device-25,Windows 10,Blocked,Low,0,No,CVE-2024-2201,2.3,WebServer,HR,usb device connected blocked low,,,
EVT00932,2025-08-04 05:35:00,23.176.160.249,10.0.2.190,admin,file access,TCP,India,India,Device-17,Windows 10,Detected,Medium,0,No,CVE-2024-1045,8.6,Finance-PC-02,HR,file access detected medium,,,
EVT00933,2025-08-04 05:40:00,207.10.173.249,10.0.10.99,alice,login success,SSH,India,India,Device-92,Windows 10,Blocked,Low,19,No,CVE-2024-1045,4.6,Finance-PC-02,Finance,login success blocked low,T1110,Brute Force,Credential Access
EVT00934,2025-08-04 05:45:00,11.192.131.24,10.0.2.134,root,privilege escalation,HTTP,India,India,Device-94,Linux,Blocked,High,0,No,CVE-2023-1234,7.9,WebServer,Finance,privilege escalation blocked high,,,
EVT00935,2025-08-04 05:50:00,53.176.192.4,10.0.10.33,david,login success,TCP,India,India,Device-192,Linux,Blocked,Low,19,No,,6.1,HR-PC-01,Sales,login success blocked low,T1110,Brute Force,Credential Access
EVT00936,2025-08-04 05:55:00,65.176.246.89,10.0.6.64,root,sql injection attempt,HTTP,India,India,Device-143,Linux,Failed,Critical,0,No,CVE-2024-1045,6.8,WebServer,Sales,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00937,2025-08-04 06:00:00,46.107.2.191,10.0.4.164,john,failed login,SSH,India,India,Device-141,Windows 10,Success,High,4,No,CVE-2024-1045,5.7,Database-01,IT,failed login success high,T1110,Brute Force,Credential Access
EVT00938,2025-08-04 06:05:00,108.127.131.198,10.0.3.50,alex,port scan,TCP,India,India,Device-5,Windows 11,Failed,Medium,0,No,,6.3,Database-01,IT,port scan failed medium,T1110,Brute Force,Credential Access
EVT00939,2025-08-04 06:10:00,165.46.144.115,10.0.9.138,david,malware detection,SSH,India,India,Device-138,Linux,Detected,Critical,0,Yes,CVE-2024-1045,7.6,HR-PC-01,Finance,malware detection detected critical,,,
EVT00940,2025-08-04 06:15:00,33.149.115.110,10.0.10.98,john,brute force,SMB,India,India,Device-156,Windows 10,Failed,High,15,No,,7.5,Finance-PC-02,Sales,brute force failed high,T1110,Brute Force,Credential Access
EVT00941,2025-08-04 06:20:00,202.145.18.202,10.0.10.56,admin,failed login,SMB,India,India,Device-10,Linux,Failed,High,17,No,CVE-2023-1234,3.3,Finance-PC-02,HR,failed login failed high,T1110,Brute Force,Credential Access
EVT00942,2025-08-04 06:25:00,85.111.89.151,10.0.2.141,admin,sql injection attempt,SSH,India,India,Device-83,Windows 11,Success,High,0,No,CVE-2023-1234,9.6,Finance-PC-02,Finance,sql injection attempt success high,,,
EVT00943,2025-08-04 06:30:00,105.253.244.197,10.0.9.91,john,sql injection attempt,HTTP,India,India,Device-126,Linux,Blocked,High,0,No,,1.7,HR-PC-01,IT,sql injection attempt blocked high,,,
EVT00944,2025-08-04 06:35:00,98.162.10.22,10.0.5.10,root,failed login,HTTP,India,India,Device-142,Windows 11,Detected,High,6,No,,8.2,Finance-PC-02,Sales,failed login detected high,T1110,Brute Force,Credential Access
EVT00945,2025-08-04 06:40:00,150.223.174.24,10.0.3.218,root,failed login,SMB,India,India,Device-100,Windows 11,Blocked,High,5,No,,4.6,Database-01,HR,failed login blocked high,T1110,Brute Force,Credential Access
EVT00946,2025-08-04 06:45:00,113.114.171.90,10.0.7.97,admin,malware detection,HTTP,India,India,Device-47,Windows 10,Success,High,0,Yes,CVE-2024-2201,4.1,Finance-PC-02,HR,malware detection success high,,,
EVT00947,2025-08-04 06:50:00,151.80.62.253,10.0.0.117,alex,login success,HTTPS,India,India,Device-144,Windows 11,Blocked,Low,1,No,CVE-2024-1045,5.8,WebServer,IT,login success blocked low,T1110,Brute Force,Credential Access
EVT00948,2025-08-04 06:55:00,18.118.56.118,10.0.5.251,alex,failed login,HTTPS,India,India,Device-145,Linux,Failed,High,2,No,CVE-2024-2201,0.9,Firewall,IT,failed login failed high,T1110,Brute Force,Credential Access
EVT00949,2025-08-04 07:00:00,103.27.239.165,10.0.7.125,admin,failed login,TCP,India,India,Device-39,Linux,Success,High,3,No,CVE-2023-1234,1.6,WebServer,Finance,failed login success high,T1110,Brute Force,Credential Access
EVT00950,2025-08-04 07:05:00,161.22.252.7,10.0.10.33,john,file access,HTTPS,India,India,Device-200,Windows 11,Success,Medium,0,No,CVE-2023-1234,4.9,Database-01,Sales,file access success medium,,,
EVT00951,2025-08-04 07:10:00,143.51.241.89,10.0.2.96,root,brute force,HTTPS,India,India,Device-91,Windows 11,Success,High,5,No,CVE-2024-2201,5.4,Finance-PC-02,HR,brute force success high,,,
EVT00952,2025-08-04 07:15:00,175.250.63.211,10.0.4.116,john,privilege escalation,SMB,India,India,Device-22,Windows 11,Failed,Critical,0,No,CVE-2024-2201,7.8,Database-01,Finance,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT00953,2025-08-04 07:20:00,110.69.160.128,10.0.6.55,admin,usb device connected,TCP,India,India,Device-184,Windows 10,Detected,Medium,0,No,,2.7,Firewall,Finance,usb device connected detected medium,,,
EVT00954,2025-08-04 07:25:00,6.50.81.60,10.0.9.10,john,login success,SSH,India,India,Device-138,Linux,Failed,Medium,13,No,CVE-2024-2201,9.1,HR-PC-01,HR,login success failed medium,T1110,Brute Force,Credential Access
EVT00955,2025-08-04 07:30:00,102.191.20.168,10.0.0.175,admin,privilege escalation,HTTPS,India,India,Device-109,Linux,Success,High,0,No,CVE-2024-1045,9.8,Finance-PC-02,IT,privilege escalation success high,,,
EVT00956,2025-08-04 07:35:00,91.172.76.43,10.0.0.43,alice,sql injection attempt,SSH,India,India,Device-120,Windows 11,Detected,Critical,0,No,,3.5,HR-PC-01,Finance,sql injection attempt detected critical,,,
EVT00957,2025-08-04 07:40:00,193.207.208.128,10.0.7.183,alex,login success,HTTP,India,India,Device-52,Windows 11,Success,Low,17,No,,4.8,HR-PC-01,HR,login success success low,T1110,Brute Force,Credential Access
EVT00958,2025-08-04 07:45:00,99.173.51.141,10.0.3.101,alice,port scan,SMB,India,India,Device-167,Windows 10,Detected,Low,0,No,,6.8,WebServer,Finance,port scan detected low,,,
EVT00959,2025-08-04 07:50:00,85.65.173.15,10.0.9.26,alice,failed login,HTTPS,India,India,Device-147,Windows 10,Blocked,High,20,No,CVE-2024-2201,1.8,HR-PC-01,HR,failed login blocked high,T1110,Brute Force,Credential Access
EVT00960,2025-08-04 07:55:00,177.86.77.72,10.0.10.234,david,login success,TCP,India,India,Device-148,Windows 10,Blocked,Low,4,No,CVE-2024-1045,0.3,WebServer,IT,login success blocked low,T1110,Brute Force,Credential Access
EVT00961,2025-08-04 08:00:00,96.112.108.8,10.0.8.139,root,usb device connected,HTTPS,India,India,Device-152,Linux,Failed,Low,0,No,CVE-2023-1234,5.8,WebServer,IT,usb device connected failed low,T1110,Brute Force,Credential Access
EVT00962,2025-08-04 08:05:00,83.230.243.62,10.0.6.252,john,failed login,TCP,India,India,Device-34,Linux,Failed,High,5,No,CVE-2024-2201,0.2,HR-PC-01,Sales,failed login failed high,T1110,Brute Force,Credential Access
EVT00963,2025-08-04 08:10:00,168.191.74.128,10.0.5.113,alice,privilege escalation,TCP,India,India,Device-194,Windows 11,Success,Critical,0,No,,4.3,Finance-PC-02,Finance,privilege escalation success critical,,,
EVT00964,2025-08-04 08:15:00,43.81.248.236,10.0.6.14,john,privilege escalation,HTTP,India,India,Device-92,Linux,Success,Critical,0,No,CVE-2023-1234,4.2,HR-PC-01,Finance,privilege escalation success critical,,,
EVT00965,2025-08-04 08:20:00,122.208.116.57,10.0.6.149,john,brute force,HTTP,India,India,Device-165,Windows 11,Blocked,High,19,No,CVE-2023-1234,8.7,Finance-PC-02,HR,brute force blocked high,,,
EVT00966,2025-08-04 08:25:00,170.119.183.24,10.0.3.9,john,port scan,SSH,India,India,Device-42,Linux,Detected,Medium,0,No,CVE-2023-1234,6.1,Finance-PC-02,HR,port scan detected medium,,,
EVT00967,2025-08-04 08:30:00,143.161.97.31,10.0.10.74,david,malware detection,HTTP,India,India,Device-200,Windows 11,Blocked,Critical,0,Yes,CVE-2024-2201,8.0,HR-PC-01,HR,malware detection blocked critical,,,
EVT00968,2025-08-04 08:35:00,89.112.231.46,10.0.7.106,david,brute force,TCP,India,India,Device-110,Windows 11,Failed,High,15,No,,3.0,HR-PC-01,Sales,brute force failed high,T1110,Brute Force,Credential Access
EVT00969,2025-08-04 08:40:00,103.255.253.183,10.0.2.68,root,file access,HTTPS,India,India,Device-102,Windows 11,Blocked,Medium,0,No,CVE-2024-1045,3.0,Database-01,IT,file access blocked medium,,,
EVT00970,2025-08-04 08:45:00,143.134.93.112,10.0.6.14,root,file access,SMB,India,India,Device-115,Windows 11,Detected,Low,0,No,CVE-2023-1234,0.5,Finance-PC-02,IT,file access detected low,,,
EVT00971,2025-08-04 08:50:00,164.196.43.113,10.0.5.213,john,phishing email,SSH,India,India,Device-83,Windows 11,Detected,Low,0,No,CVE-2024-2201,7.0,WebServer,IT,phishing email detected low,,,
EVT00972,2025-08-04 08:55:00,144.19.95.216,10.0.3.237,david,malware detection,TCP,India,India,Device-100,Windows 11,Failed,High,0,Yes,CVE-2023-1234,5.3,Firewall,Finance,malware detection failed high,T1110,Brute Force,Credential Access
