incident_id,correlation_id,event_ids,event_count,threat_type,risk_score,risk_class,priority,priority_rank,asset_id,asset_name,criticality,affected_user,source_ip,destination_ip,mitre_technique,technique_name,tactic,ioc_match,ioc_type,threat_actor,cvss_score,cve_id,status,created_at
INC-0200,CORR-0264,EVT00648|EVT00649|EVT00654|EVT00655,4,USB Device Connected,72.75,High,High,2,AST005,Database-01,Critical,root,147.117.63.13,10.0.6.165,nan,nan,nan,False,nan,nan,9.0,CVE-2024-1045,Open,2026-09-05T15:46:29.761792+00:00
INC-0201,CORR-0265,EVT00651|EVT00653|EVT00656,3,Port Scan,62.75,High,High,2,AST004,Firewall,Critical,john,131.164.35.134,10.0.7.38,nan,nan,nan,False,nan,nan,6.0,CVE-2024-1045,Open,2026-09-05T15:46:29.761792+00:00
INC-0202,CORR-0266,EVT00658|EVT00660,2,Login Success,68.75,High,High,2,AST002,Finance-PC-02,High,admin,113.98.152.221,10.0.0.124,nan,nan,nan,False,nan,nan,9.8,CVE-2024-2201,Open,2026-09-05T15:46:29.762928+00:00
INC-0203,CORR-0267,EVT00657|EVT00659|EVT00662,3,Login Success,68.75,High,High,2,AST004,Firewall,Critical,admin,161.107.18.187,10.0.3.215,nan,nan,nan,False,nan,nan,7.3,CVE-2024-2201,Open,2026-09-05T15:46:29.762928+00:00
INC-0204,CORR-0268,EVT00661|EVT00664|EVT00667,3,Brute Force,62.5,High,High,2,AST005,Database-01,Critical,alex,135.201.247.71,10.0.8.73,nan,nan,nan,False,nan,nan,2.7,CVE-2024-2201,Open,2026-09-05T15:46:29.762928+00:00
INC-0205,CORR-0269,EVT00663|EVT00666,2,Port Scan,56.5,Moderate,Moderate,3,AST002,Finance-PC-02,High,root,217.5.90.165,10.0.2.140,nan,nan,nan,False,nan,nan,3.1,CVE-2024-1045,Open,2026-09-05T15:46:29.763925+00:00
INC-0206,CORR-0270,EVT00665|EVT00670,2,Port Scan,53.75,Moderate,Moderate,3,AST004,Firewall,Critical,admin,152.19.43.154,10.0.4.54,nan,nan,nan,False,nan,nan,9.8,nan,Open,2026-09-05T15:46:29.763925+00:00
INC-0207,CORR-0271,EVT00668|EVT00669|EVT00673,3,Port Scan,57.75,Moderate,Moderate,3,AST002,Finance-PC-02,High,alex,168.107.116.229,10.0.7.246,nan,nan,nan,False,nan,nan,5.6,CVE-2024-1045,Open,2026-09-05T15:46:29.763925+00:00
INC-0208,CORR-0273,EVT00671|EVT00676,2,USB Device Connected,32.5,Medium,Medium,4,AST001,HR-PC-01,Medium,alex,18.241.53.135,10.0.10.91,nan,nan,nan,False,nan,nan,3.6,nan,Open,2026-09-05T15:46:29.764927+00:00
INC-0209,CORR-0274,EVT00672|EVT00678,2,Phishing Email,61.5,High,High,2,AST004,Firewall,Critical,david,6.128.208.107,10.0.6.219,nan,nan,nan,False,nan,nan,0.9,CVE-2024-1045,Open,2026-09-05T15:46:29.764927+00:00
INC-0210,CORR-0276,EVT00675|EVT00681,2,SQL Injection Attempt,56.1,Moderate,Moderate,3,AST005,Database-01,Critical,root,93.116.98.158,10.0.7.17,nan,nan,nan,False,nan,nan,1.4,CVE-2023-1234,Open,2026-09-05T15:46:29.764927+00:00
INC-0211,CORR-0277,EVT00677|EVT00680|EVT00683,3,USB Device Connected,61.25,High,High,2,AST003,WebServer,High,john,81.42.156.247,10.0.10.37,nan,nan,nan,False,nan,nan,8.1,CVE-2024-2201,Open,2026-09-05T15:46:29.765929+00:00
INC-0212,CORR-0279,EVT00682|EVT00684|EVT00686|EVT00688,4,Failed Login,75.25,High,High,2,AST005,Database-01,Critical,root,155.232.125.79,10.0.8.107,T1110,Brute Force,Credential Access,False,nan,nan,8.6,CVE-2024-1045,Open,2026-09-05T15:46:29.765929+00:00
INC-0213,CORR-0280,EVT00687|EVT00690,2,Port Scan,47.5,Moderate,Moderate,3,AST001,HR-PC-01,Medium,alice,56.41.147.32,10.0.3.28,nan,nan,nan,False,nan,nan,0.9,CVE-2024-2201,Open,2026-09-05T15:46:29.766926+00:00
INC-0214,CORR-0281,EVT00692|EVT00696,2,Login Success,61.1,High,High,2,AST005,Database-01,Critical,alex,222.217.12.233,10.0.1.253,nan,nan,nan,False,nan,nan,3.7,CVE-2023-1234,Open,2026-09-05T15:46:29.766926+00:00
INC-0215,CORR-0282,EVT00689|EVT00691|EVT00693,3,Brute Force,71.5,High,High,2,AST005,Database-01,Critical,admin,35.152.164.226,10.0.1.170,nan,nan,nan,False,nan,nan,1.9,CVE-2024-1045,Open,2026-09-05T15:46:29.766926+00:00
INC-0216,CORR-0283,EVT00694|EVT00698,2,Port Scan,72.75,High,High,2,AST005,Database-01,Critical,alex,42.201.106.77,10.0.9.173,nan,nan,nan,False,nan,nan,9.8,CVE-2024-1045,Open,2026-09-05T15:46:29.766926+00:00
INC-0217,CORR-0285,EVT00695|EVT00700|EVT00701,3,SQL Injection Attempt,66.5,High,High,2,AST004,Firewall,Critical,david,85.231.86.134,10.0.1.207,nan,nan,nan,False,nan,nan,1.3,CVE-2024-1045,Open,2026-09-05T15:46:29.767924+00:00
INC-0218,CORR-0286,EVT00697|EVT00703,2,Brute Force,56.1,Moderate,Moderate,3,AST002,Finance-PC-02,High,david,126.164.192.72,10.0.8.198,nan,nan,nan,False,nan,nan,3.0,CVE-2023-1234,Open,2026-09-05T15:46:29.767924+00:00
INC-0219,CORR-0287,EVT00704|EVT00708,2,Login Success,46.25,Moderate,Moderate,3,AST004,Firewall,Critical,john,49.183.211.201,10.0.2.241,nan,nan,nan,False,nan,nan,4.2,nan,Open,2026-09-05T15:46:29.767924+00:00
INC-0220,CORR-0289,EVT00702|EVT00706|EVT00707,3,Privilege Escalation,62.75,High,High,2,AST003,WebServer,High,admin,96.115.164.83,10.0.7.238,nan,nan,nan,False,nan,nan,6.5,CVE-2024-1045,Open,2026-09-05T15:46:29.768927+00:00
INC-0221,CORR-0290,EVT00709|EVT00711|EVT00713,3,Brute Force,73.75,High,High,2,AST004,Firewall,Critical,david,167.68.48.116,10.0.4.188,nan,nan,nan,False,nan,nan,9.7,CVE-2024-2201,Open,2026-09-05T15:46:29.768927+00:00
INC-0222,CORR-0291,EVT00712|EVT00715|EVT00718,3,USB Device Connected,56.5,Moderate,Moderate,3,AST002,Finance-PC-02,High,root,99.68.234.79,10.0.5.252,nan,nan,nan,False,nan,nan,1.1,CVE-2024-1045,Open,2026-09-05T15:46:29.768927+00:00
INC-0223,CORR-0292,EVT00710|EVT00714|EVT00716|EVT00721,4,Brute Force,67.75,High,High,2,AST003,WebServer,High,admin,112.58.88.3,10.0.10.152,nan,nan,nan,False,nan,nan,5.3,CVE-2024-1045,Open,2026-09-05T15:46:29.769927+00:00
INC-0224,CORR-0293,EVT00717|EVT00719|EVT00720,3,Failed Login,62.75,High,High,2,AST002,Finance-PC-02,High,alex,144.62.23.245,10.0.1.46,T1110,Brute Force,Credential Access,False,nan,nan,6.0,CVE-2024-1045,Open,2026-09-05T15:46:29.769927+00:00
INC-0225,CORR-0295,EVT00724|EVT00725,2,Port Scan,62.75,High,High,2,AST004,Firewall,Critical,david,199.230.253.158,10.0.4.111,nan,nan,nan,False,nan,nan,6.8,CVE-2024-1045,Open,2026-09-05T15:46:29.769927+00:00
INC-0226,CORR-0296,EVT00723|EVT00728|EVT00729,3,Failed Login,75.25,High,High,2,AST005,Database-01,Critical,david,151.202.244.238,10.0.3.14,T1110,Brute Force,Credential Access,False,nan,nan,7.3,CVE-2024-1045,Open,2026-09-05T15:46:29.770924+00:00
INC-0227,CORR-0298,EVT00726|EVT00731,2,Malware Detection,57.35,Moderate,Moderate,3,AST003,WebServer,High,david,196.198.39.73,10.0.1.32,nan,nan,nan,False,nan,nan,3.9,CVE-2023-1234,Open,2026-09-05T15:46:29.770924+00:00
INC-0228,CORR-0299,EVT00727|EVT00733,2,Brute Force,69.0,High,High,2,AST004,Firewall,Critical,alice,64.248.102.27,10.0.1.217,nan,nan,nan,False,nan,nan,3.4,CVE-2024-1045,Open,2026-09-05T15:46:29.770924+00:00
INC-0229,CORR-0300,EVT00732|EVT00734|EVT00736,3,Failed Login,61.1,High,High,2,AST005,Database-01,Critical,alex,33.13.24.2,10.0.9.18,T1110,Brute Force,Credential Access,False,nan,nan,0.2,CVE-2023-1234,Open,2026-09-05T15:46:29.771925+00:00
INC-0230,CORR-0301,EVT00735|EVT00737,2,Brute Force,62.35,High,High,2,AST002,Finance-PC-02,High,john,53.102.121.3,10.0.7.82,nan,nan,nan,False,nan,nan,9.8,CVE-2023-1234,Open,2026-09-05T15:46:29.771925+00:00
INC-0231,CORR-0302,EVT00739|EVT00741,2,Failed Login,45.25,Moderate,Moderate,3,AST003,WebServer,High,alex,204.115.119.248,10.0.10.206,T1110,Brute Force,Credential Access,False,nan,nan,6.6,CVE-2024-1045,Open,2026-09-05T15:46:29.771925+00:00
INC-0232,CORR-0303,EVT00738|EVT00742|EVT00743,3,Port Scan,70.25,High,High,2,AST004,Firewall,Critical,david,63.77.174.149,10.0.3.63,nan,nan,nan,False,nan,nan,7.4,CVE-2024-1045,Open,2026-09-05T15:46:29.771925+00:00
INC-0233,CORR-0304,EVT00744|EVT00748,2,SQL Injection Attempt,47.75,Moderate,Moderate,3,AST005,Database-01,Critical,david,67.24.13.129,10.0.1.62,nan,nan,nan,False,nan,nan,6.5,CVE-2024-1045,Open,2026-09-05T15:46:29.772924+00:00
INC-0234,CORR-0305,EVT00740|EVT00745|EVT00746,3,Malware Detection,68.6,High,High,2,AST002,Finance-PC-02,High,alice,28.123.10.132,10.0.8.179,nan,nan,nan,False,nan,nan,9.7,CVE-2023-1234,Open,2026-09-05T15:46:29.772924+00:00
INC-0235,CORR-0306,EVT00749|EVT00751,2,Malware Detection,68.75,High,High,2,AST004,Firewall,Critical,alex,179.64.251.41,10.0.2.37,nan,nan,nan,False,nan,nan,3.4,CVE-2024-2201,Open,2026-09-05T15:46:29.772924+00:00
INC-0236,CORR-0308,EVT00747|EVT00750|EVT00753,3,SQL Injection Attempt,66.5,High,High,2,AST004,Firewall,Critical,john,190.116.240.106,10.0.7.224,nan,nan,nan,False,nan,nan,1.5,CVE-2024-1045,Open,2026-09-05T15:46:29.773989+00:00
INC-0237,CORR-0309,EVT00755|EVT00756|EVT00758,3,Login Success,68.75,High,High,2,AST005,Database-01,Critical,root,194.223.210.215,10.0.5.102,nan,nan,nan,False,nan,nan,5.1,CVE-2024-2201,Open,2026-09-05T15:46:29.773989+00:00
INC-0238,CORR-0310,EVT00754|EVT00760,2,USB Device Connected,60.25,High,High,2,AST001,HR-PC-01,Medium,admin,89.248.145.247,10.0.6.77,nan,nan,nan,False,nan,nan,8.4,CVE-2024-1045,Open,2026-09-05T15:46:29.773989+00:00
INC-0239,CORR-0311,EVT00757|EVT00761,2,USB Device Connected,66.25,High,High,2,AST004,Firewall,Critical,john,78.134.243.194,10.0.3.85,nan,nan,nan,False,nan,nan,8.2,CVE-2024-2201,Open,2026-09-05T15:46:29.773989+00:00
INC-0240,CORR-0312,EVT00759|EVT00762,2,Port Scan,63.75,High,High,2,AST003,WebServer,High,david,100.186.155.187,10.0.6.206,nan,nan,nan,False,nan,nan,9.4,CVE-2024-2201,Open,2026-09-05T15:46:29.774999+00:00
INC-0241,CORR-0314,EVT00763|EVT00764|EVT00768,3,Malware Detection,66.5,High,High,2,AST001,HR-PC-01,Medium,admin,40.223.27.12,10.0.0.10,nan,nan,nan,False,nan,nan,8.8,CVE-2024-1045,Open,2026-09-05T15:46:29.774999+00:00
INC-0242,CORR-0315,EVT00769|EVT00770,2,SQL Injection Attempt,42.75,Moderate,Moderate,3,AST003,WebServer,High,david,99.235.89.174,10.0.9.155,nan,nan,nan,False,nan,nan,4.9,CVE-2024-1045,Open,2026-09-05T15:46:29.776080+00:00
INC-0243,CORR-0316,EVT00766|EVT00767|EVT00771,3,Failed Login,64.85,High,High,2,AST004,Firewall,Critical,root,81.214.178.149,10.0.7.111,T1110,Brute Force,Credential Access,False,nan,nan,7.6,CVE-2023-1234,Open,2026-09-05T15:46:29.776080+00:00
INC-0244,CORR-0317,EVT00772|EVT00773|EVT00776,3,SQL Injection Attempt,57.35,Moderate,Moderate,3,AST005,Database-01,Critical,alice,102.172.255.180,10.0.1.253,nan,nan,nan,False,nan,nan,4.9,CVE-2023-1234,Open,2026-09-05T15:46:29.776080+00:00
INC-0245,CORR-0319,EVT00775|EVT00778,2,SQL Injection Attempt,23.75,Medium,Medium,4,AST003,WebServer,High,alex,28.68.253.111,10.0.5.29,nan,nan,nan,False,nan,nan,4.7,nan,Open,2026-09-05T15:46:29.776080+00:00
INC-0246,CORR-0320,EVT00774|EVT00779,2,Phishing Email,51.1,Moderate,Moderate,3,AST004,Firewall,Critical,admin,214.7.111.222,10.0.5.63,nan,nan,nan,False,nan,nan,1.3,CVE-2023-1234,Open,2026-09-05T15:46:29.777091+00:00
INC-0247,CORR-0321,EVT00783|EVT00784,2,Privilege Escalation,49.85,Moderate,Moderate,3,AST001,HR-PC-01,Medium,david,26.116.131.30,10.0.7.108,nan,nan,nan,False,nan,nan,7.5,CVE-2023-1234,Open,2026-09-05T15:46:29.777091+00:00
INC-0248,CORR-0322,EVT00780|EVT00781|EVT00785,3,Failed Login,66.5,High,High,2,AST003,WebServer,High,alex,193.26.232.41,10.0.1.235,T1110,Brute Force,Credential Access,False,nan,nan,0.2,CVE-2024-1045,Open,2026-09-05T15:46:29.777091+00:00
INC-0249,CORR-0323,EVT00782|EVT00786|EVT00787,3,Brute Force,67.5,High,High,2,AST004,Firewall,Critical,david,17.229.32.190,10.0.3.44,nan,nan,nan,False,nan,nan,3.3,CVE-2024-2201,Open,2026-09-05T15:46:29.778094+00:00
INC-0250,CORR-0325,EVT00788|EVT00790|EVT00792|EVT00793,4,Failed Login,62.35,High,High,2,AST004,Firewall,Critical,david,194.168.99.197,10.0.5.68,T1110,Brute Force,Credential Access,False,nan,nan,7.8,CVE-2023-1234,Open,2026-09-05T15:46:29.778094+00:00
INC-0251,CORR-0326,EVT00794|EVT00799,2,Malware Detection,68.6,High,High,2,AST002,Finance-PC-02,High,alice,48.150.167.80,10.0.0.25,nan,nan,nan,False,nan,nan,9.9,CVE-2023-1234,Open,2026-09-05T15:46:29.778094+00:00
INC-0252,CORR-0327,EVT00789|EVT00795,2,Login Success,60.25,High,High,2,AST003,WebServer,High,admin,196.236.121.203,10.0.6.225,nan,nan,nan,False,nan,nan,6.0,CVE-2024-1045,Open,2026-09-05T15:46:29.779091+00:00
INC-0253,CORR-0328,EVT00796|EVT00797|EVT00800,3,Malware Detection,63.6,High,High,2,AST005,Database-01,Critical,alex,168.177.10.229,10.0.6.201,nan,nan,nan,False,nan,nan,5.6,CVE-2023-1234,Open,2026-09-05T15:46:29.779091+00:00
INC-0254,CORR-0330,EVT00798|EVT00802|EVT00803,3,Login Success,75.25,High,High,2,AST004,Firewall,Critical,root,108.168.75.212,10.0.4.8,nan,nan,nan,False,nan,nan,9.9,CVE-2024-1045,Open,2026-09-05T15:46:29.779091+00:00
INC-0255,CORR-0331,EVT00804|EVT00810,2,Failed Login,60.0,Moderate,Moderate,3,AST003,WebServer,High,admin,113.223.138.155,10.0.8.245,T1110,Brute Force,Credential Access,False,nan,nan,1.9,CVE-2024-2201,Open,2026-09-05T15:46:29.779091+00:00
INC-0256,CORR-0332,EVT00806|EVT00807,2,Privilege Escalation,57.5,Moderate,Moderate,3,AST002,Finance-PC-02,High,admin,200.112.50.76,10.0.2.248,nan,nan,nan,False,nan,nan,0.7,CVE-2024-2201,Open,2026-09-05T15:46:29.780091+00:00
INC-0257,CORR-0333,EVT00805|EVT00808|EVT00811,3,Malware Detection,68.75,High,High,2,AST004,Firewall,Critical,alex,165.32.14.80,10.0.0.205,nan,nan,nan,False,nan,nan,2.9,CVE-2024-2201,Open,2026-09-05T15:46:29.780091+00:00
INC-0258,CORR-0335,EVT00809|EVT00813,2,Privilege Escalation,66.5,High,High,2,AST005,Database-01,Critical,alex,149.143.42.170,10.0.5.82,nan,nan,nan,False,nan,nan,0.3,CVE-2024-1045,Open,2026-09-05T15:46:29.780091+00:00
INC-0259,CORR-0337,EVT00816|EVT00818|EVT00819,3,Failed Login,57.5,Moderate,Moderate,3,AST002,Finance-PC-02,High,admin,153.192.240.119,10.0.0.212,T1110,Brute Force,Credential Access,False,nan,nan,1.8,CVE-2024-2201,Open,2026-09-05T15:46:29.781091+00:00
INC-0260,CORR-0338,EVT00814|EVT00815|EVT00820,3,Port Scan,58.75,Moderate,Moderate,3,AST005,Database-01,Critical,admin,193.224.101.67,10.0.7.173,nan,nan,nan,False,nan,nan,6.4,CVE-2024-2201,Open,2026-09-05T15:46:29.781091+00:00
INC-0261,CORR-0341,EVT00822|EVT00828|EVT00833,3,Phishing Email,60.25,High,High,2,AST001,HR-PC-01,Medium,root,192.197.177.97,10.0.10.202,nan,nan,nan,False,nan,nan,7.5,CVE-2024-1045,Open,2026-09-05T15:46:29.781091+00:00
INC-0262,CORR-0342,EVT00823|EVT00825|EVT00826|EVT00829,4,Port Scan,57.5,Moderate,Moderate,3,AST004,Firewall,Critical,alex,32.36.21.59,10.0.7.122,nan,nan,nan,False,nan,nan,0.3,CVE-2024-2201,Open,2026-09-05T15:46:29.782092+00:00
INC-0263,CORR-0343,EVT00824|EVT00830|EVT00831,3,Privilege Escalation,57.5,Moderate,Moderate,3,AST003,WebServer,High,root,49.138.93.159,10.0.8.185,nan,nan,nan,False,nan,nan,2.3,CVE-2024-2201,Open,2026-09-05T15:46:29.782092+00:00
INC-0264,CORR-0345,EVT00832|EVT00837,2,Failed Login,56.25,Moderate,Moderate,3,AST004,Firewall,Critical,david,130.47.222.89,10.0.10.7,T1110,Brute Force,Credential Access,False,nan,nan,9.4,nan,Open,2026-09-05T15:46:29.782092+00:00
INC-0265,CORR-0346,EVT00838|EVT00842|EVT00843,3,Phishing Email,53.75,Moderate,Moderate,3,AST003,WebServer,High,alice,172.76.42.162,10.0.4.159,nan,nan,nan,False,nan,nan,4.2,CVE-2024-2201,Open,2026-09-05T15:46:29.782092+00:00
INC-0266,CORR-0347,EVT00835|EVT00836|EVT00839,3,SQL Injection Attempt,66.5,High,High,2,AST005,Database-01,Critical,david,142.61.31.221,10.0.7.70,nan,nan,nan,False,nan,nan,1.7,CVE-2024-1045,Open,2026-09-05T15:46:29.782092+00:00
INC-0267,CORR-0350,EVT00840|EVT00841|EVT00846,3,Brute Force,62.5,High,High,2,AST005,Database-01,Critical,alice,43.179.74.162,10.0.9.183,nan,nan,nan,False,nan,nan,2.9,CVE-2024-2201,Open,2026-09-05T15:46:29.783553+00:00
INC-0268,CORR-0351,EVT00848|EVT00850,2,Failed Login,71.25,High,High,2,AST004,Firewall,Critical,alex,179.229.98.231,10.0.10.166,T1110,Brute Force,Credential Access,False,nan,nan,7.3,CVE-2024-2201,Open,2026-09-05T15:46:29.783553+00:00
INC-0269,CORR-0352,EVT00847|EVT00849|EVT00851,3,Login Success,59.0,Moderate,Moderate,3,AST002,Finance-PC-02,High,alex,29.165.121.210,10.0.6.228,nan,nan,nan,False,nan,nan,3.9,CVE-2024-1045,Open,2026-09-05T15:46:29.783553+00:00
INC-0270,CORR-0354,EVT00854|EVT00857,2,Privilege Escalation,66.5,High,High,2,AST004,Firewall,Critical,john,147.173.251.239,10.0.3.115,nan,nan,nan,False,nan,nan,2.3,CVE-2024-1045,Open,2026-09-05T15:46:29.784566+00:00
INC-0271,CORR-0355,EVT00853|EVT00855|EVT00859,3,USB Device Connected,63.75,High,High,2,AST003,WebServer,High,admin,54.50.84.83,10.0.9.136,nan,nan,nan,False,nan,nan,9.0,CVE-2024-2201,Open,2026-09-05T15:46:29.784566+00:00
INC-0272,CORR-0356,EVT00856|EVT00860,2,Brute Force,54.85,Moderate,Moderate,3,AST002,Finance-PC-02,High,admin,220.36.191.7,10.0.2.68,nan,nan,nan,False,nan,nan,7.2,CVE-2023-1234,Open,2026-09-05T15:46:29.784566+00:00
INC-0273,CORR-0357,EVT00858|EVT00861|EVT00862|EVT00863,4,Port Scan,70.25,High,High,2,AST005,Database-01,Critical,root,182.228.20.152,10.0.8.197,nan,nan,nan,False,nan,nan,7.6,CVE-2024-1045,Open,2026-09-05T15:46:29.784566+00:00
INC-0274,CORR-0359,EVT00867|EVT00870|EVT00872,3,Brute Force,72.75,High,High,2,AST004,Firewall,Critical,root,135.58.55.245,10.0.2.230,nan,nan,nan,False,nan,nan,6.8,CVE-2024-1045,Open,2026-09-05T15:46:29.785561+00:00
INC-0275,CORR-0361,EVT00864|EVT00865|EVT00869,3,Login Success,59.85,Moderate,Moderate,3,AST002,Finance-PC-02,High,john,81.128.78.253,10.0.6.173,nan,nan,nan,False,nan,nan,8.7,CVE-2023-1234,Open,2026-09-05T15:46:29.785561+00:00
INC-0276,CORR-0362,EVT00874|EVT00879,2,USB Device Connected,56.25,Moderate,Moderate,3,AST001,HR-PC-01,Medium,root,213.133.28.223,10.0.9.200,nan,nan,nan,False,nan,nan,8.8,CVE-2024-2201,Open,2026-09-05T15:46:29.785561+00:00
INC-0277,CORR-0363,EVT00871|EVT00873|EVT00875|EVT00876,4,Privilege Escalation,54.85,Moderate,Moderate,3,AST003,WebServer,High,alex,42.148.193.102,10.0.3.216,nan,nan,nan,False,nan,nan,8.7,CVE-2023-1234,Open,2026-09-05T15:46:29.786569+00:00
INC-0278,CORR-0364,EVT00877|EVT00883,2,File Access,43.75,Moderate,Moderate,3,AST005,Database-01,Critical,root,62.227.179.85,10.0.6.75,nan,nan,nan,False,nan,nan,6.6,nan,Open,2026-09-05T15:46:29.786569+00:00
INC-0279,CORR-0365,EVT00880|EVT00881|EVT00885,3,Login Success,52.5,Moderate,Moderate,3,AST002,Finance-PC-02,High,root,173.206.149.213,10.0.4.169,nan,nan,nan,False,nan,nan,0.3,CVE-2024-2201,Open,2026-09-05T15:46:29.786569+00:00
INC-0280,CORR-0366,EVT00878|EVT00884|EVT00887|EVT00888|EVT00889,5,USB Device Connected,61.5,High,High,2,AST004,Firewall,Critical,admin,48.0.31.145,10.0.8.243,nan,nan,nan,False,nan,nan,1.7,CVE-2024-1045,Open,2026-09-05T15:46:29.786569+00:00
INC-0281,CORR-0367,EVT00882|EVT00886|EVT00892,3,Malware Detection,55.0,Moderate,Moderate,3,AST005,Database-01,Critical,david,165.90.215.37,10.0.7.210,nan,nan,nan,False,nan,nan,6.7,nan,Open,2026-09-05T15:46:29.787569+00:00
INC-0282,CORR-0369,EVT00893|EVT00894|EVT00895|EVT00897,4,Failed Login,61.25,High,High,2,AST002,Finance-PC-02,High,root,172.89.24.35,10.0.3.215,T1110,Brute Force,Credential Access,False,nan,nan,5.6,CVE-2024-2201,Open,2026-09-05T15:46:29.787569+00:00
INC-0283,CORR-0370,EVT00890|EVT00896|EVT00898,3,Brute Force,66.5,High,High,2,AST003,WebServer,High,alex,164.172.85.1,10.0.8.214,nan,nan,nan,False,nan,nan,0.1,CVE-2024-1045,Open,2026-09-05T15:46:29.787569+00:00
INC-0284,CORR-0372,EVT00900|EVT00903|EVT00904,3,Login Success,53.75,Moderate,Moderate,3,AST004,Firewall,Critical,root,126.61.77.37,10.0.0.161,nan,nan,nan,False,nan,nan,6.2,nan,Open,2026-09-05T15:46:29.788569+00:00
INC-0285,CORR-0373,EVT00899|EVT00905,2,Failed Login,66.25,High,High,2,AST003,WebServer,High,alex,10.3.88.125,10.0.7.68,T1110,Brute Force,Credential Access,False,nan,nan,8.8,CVE-2024-2201,Open,2026-09-05T15:46:29.788569+00:00
INC-0286,CORR-0374,EVT00902|EVT00906|EVT00908|EVT00909,4,Malware Detection,72.75,High,High,2,AST005,Database-01,Critical,root,186.145.135.67,10.0.0.171,nan,nan,nan,False,nan,nan,2.5,CVE-2024-1045,Open,2026-09-05T15:46:29.788569+00:00
INC-0287,CORR-0375,EVT00910|EVT00911,2,Port Scan,58.75,Moderate,Moderate,3,AST004,Firewall,Critical,admin,183.6.37.72,10.0.2.138,nan,nan,nan,False,nan,nan,6.9,CVE-2024-2201,Open,2026-09-05T15:46:29.788569+00:00
INC-0288,CORR-0377,EVT00907|EVT00913|EVT00914|EVT00915,4,Brute Force,62.75,High,High,2,AST003,WebServer,High,alex,145.56.224.46,10.0.2.6,nan,nan,nan,False,nan,nan,5.6,CVE-2024-1045,Open,2026-09-05T15:46:29.789955+00:00
INC-0289,CORR-0378,EVT00916|EVT00921,2,Malware Detection,63.6,High,High,2,AST005,Database-01,Critical,david,99.14.107.43,10.0.10.34,nan,nan,nan,False,nan,nan,5.5,CVE-2023-1234,Open,2026-09-05T15:46:29.789955+00:00
INC-0290,CORR-0379,EVT00918|EVT00919|EVT00922,3,Phishing Email,57.75,Moderate,Moderate,3,AST002,Finance-PC-02,High,root,73.112.65.40,10.0.0.132,nan,nan,nan,False,nan,nan,4.3,CVE-2024-1045,Open,2026-09-05T15:46:29.789955+00:00
INC-0291,CORR-0380,EVT00917|EVT00923,2,Privilege Escalation,53.75,Moderate,Moderate,3,AST001,HR-PC-01,Medium,david,196.87.37.6,10.0.8.229,nan,nan,nan,False,nan,nan,5.2,CVE-2024-2201,Open,2026-09-05T15:46:29.790966+00:00
INC-0292,CORR-0381,EVT00920|EVT00926|EVT00927|EVT00929,4,Brute Force,67.35,High,High,2,AST004,Firewall,Critical,alex,206.238.224.204,10.0.0.82,nan,nan,nan,False,nan,nan,10.0,CVE-2023-1234,Open,2026-09-05T15:46:29.790966+00:00
INC-0293,CORR-0382,EVT00925|EVT00928,2,Privilege Escalation,63.75,High,High,2,AST005,Database-01,Critical,admin,190.191.78.170,10.0.8.235,nan,nan,nan,False,nan,nan,6.0,CVE-2024-2201,Open,2026-09-05T15:46:29.790966+00:00
INC-0294,CORR-0383,EVT00924|EVT00930|EVT00932,3,File Access,65.25,High,High,2,AST002,Finance-PC-02,High,admin,23.176.160.249,10.0.2.190,nan,nan,nan,False,nan,nan,8.6,CVE-2024-1045,Open,2026-09-05T15:46:29.790966+00:00
INC-0295,CORR-0384,EVT00931|EVT00934|EVT00936,3,SQL Injection Attempt,62.75,High,High,2,AST003,WebServer,High,root,65.176.246.89,10.0.6.64,nan,nan,nan,False,nan,nan,6.8,CVE-2024-1045,Open,2026-09-05T15:46:29.790966+00:00
INC-0296,CORR-0385,EVT00933|EVT00935,2,Login Success,67.75,High,High,2,AST002,Finance-PC-02,High,alice,207.10.173.249,10.0.10.99,nan,nan,nan,False,nan,nan,4.6,CVE-2024-1045,Open,2026-09-05T15:46:29.792177+00:00
INC-0297,CORR-0386,EVT00937|EVT00938,2,Failed Login,67.75,High,High,2,AST005,Database-01,Critical,john,46.107.2.191,10.0.4.164,T1110,Brute Force,Credential Access,False,nan,nan,5.7,CVE-2024-1045,Open,2026-09-05T15:46:29.792177+00:00
INC-0298,CORR-0388,EVT00939|EVT00942|EVT00943,3,Malware Detection,66.5,High,High,2,AST001,HR-PC-01,Medium,david,165.46.144.115,10.0.9.138,nan,nan,nan,False,nan,nan,7.6,CVE-2024-1045,Open,2026-09-05T15:46:29.792177+00:00
INC-0299,CORR-0389,EVT00941|EVT00944|EVT00945,3,Failed Login,56.1,Moderate,Moderate,3,AST002,Finance-PC-02,High,admin,202.145.18.202,10.0.10.56,T1110,Brute Force,Credential Access,False,nan,nan,3.3,CVE-2023-1234,Open,2026-09-05T15:46:29.793185+00:00
INC-0300,CORR-0390,EVT00947|EVT00949,2,Login Success,57.75,Moderate,Moderate,3,AST003,WebServer,High,alex,151.80.62.253,10.0.0.117,nan,nan,nan,False,nan,nan,5.8,CVE-2024-1045,Open,2026-09-05T15:46:29.793185+00:00
